Transaction_ID,Date,Time,Product_ID,Product_Name,Quantity,Unit_Price,Total_Amount
1042,2024-01-02,15:54,P007,CJ Cooked White Rice,2,163.86,327.72
1043,2024-01-02,15:09,P001,Samyang Hot Chicken Ramen,4,251.64,1006.56
1044,2024-01-02,15:54,P004,Ottogi Jin Ramen,5,326.1,1630.5
1045,2024-01-02,10:56,P010,Korean Kimchi 500g,3,225.54,676.62
1046,2024-01-02,20:51,P010,Korean Kimchi 500g,3,368.82,1106.46
1047,2024-01-02,21:51,P004,Ottogi Jin Ramen,1,399.19,399.19
1048,2024-01-02,14:03,P005,Binggrae Banana Milk,4,118.89,475.56
1049,2024-01-02,17:39,P009,Gochujang Paste,2,108.3,216.6
1050,2024-01-02,17:47,P006,Lotte Pepero Almond,3,259.35,778.05
1051,2024-01-02,10:26,P010,Korean Kimchi 500g,5,246.47,1232.35
1052,2024-01-02,15:06,P006,Lotte Pepero Almond,5,387.81,1939.05
1053,2024-01-02,8:25,P007,CJ Cooked White Rice,5,371.8,1859.0
1054,2024-01-02,13:58,P002,Bibigo Gyoza Dumplings,1,137.98,137.98
1055,2024-01-02,11:10,P006,Lotte Pepero Almond,2,59.55,119.1
1056,2024-01-02,21:19,P002,Bibigo Gyoza Dumplings,4,125.15,500.6
1057,2024-01-02,21:49,P008,Maxim Coffee Mix,1,280.48,280.48
1058,2024-01-02,10:52,P002,Bibigo Gyoza Dumplings,4,164.54,658.16
1059,2024-01-02,19:05,P001,Samyang Hot Chicken Ramen,4,93.62,374.48
1060,2024-01-03,13:02,P001,Samyang Hot Chicken Ramen,1,267.49,267.49
1061,2024-01-03,16:57,P003,Chum Churum Soju,1,381.46,381.46
1062,2024-01-03,11:32,P010,Korean Kimchi 500g,1,226.03,226.03
1063,2024-01-03,21:28,P001,Samyang Hot Chicken Ramen,5,189.46,947.3
1064,2024-01-03,12:01,P002,Bibigo Gyoza Dumplings,2,250.1,500.2
1065,2024-01-03,19:50,P003,Chum Churum Soju,3,65.32,195.96
1066,2024-01-03,12:21,P010,Korean Kimchi 500g,1,243.53,243.53
1067,2024-01-03,20:51,P001,Samyang Hot Chicken Ramen,3,198.44,595.32
1068,2024-01-03,10:52,P010,Korean Kimchi 500g,3,160.23,480.69
1069,2024-01-03,16:33,P003,Chum Churum Soju,5,113.64,568.2
1070,2024-01-03,8:33,P002,Bibigo Gyoza Dumplings,2,282.9,565.8
1071,2024-01-03,16:35,P003,Chum Churum Soju,2,177.96,355.92
1072,2024-01-03,14:55,P002,Bibigo Gyoza Dumplings,3,295.09,885.27
1073,2024-01-03,19:40,P009,Gochujang Paste,5,357.08,1785.4
1074,2024-01-03,15:39,P005,Binggrae Banana Milk,5,80.04,400.2
1075,2024-01-03,19:42,P005,Binggrae Banana Milk,3,379.75,1139.25
1076,2024-01-03,11:04,P001,Samyang Hot Chicken Ramen,1,76.02,76.02
1077,2024-01-03,10:38,P002,Bibigo Gyoza Dumplings,5,205.51,1027.55
1078,2024-01-03,18:47,P004,Ottogi Jin Ramen,4,121.84,487.36
1079,2024-01-03,16:58,P010,Korean Kimchi 500g,1,130.47,130.47
1080,2024-01-03,8:27,P002,Bibigo Gyoza Dumplings,4,375.53,1502.12
1081,2024-01-03,10:04,P002,Bibigo Gyoza Dumplings,5,209.26,1046.3
1082,2024-01-03,18:22,P003,Chum Churum Soju,2,336.96,673.92
1083,2024-01-03,18:26,P005,Binggrae Banana Milk,5,352.26,1761.3
1084,2024-01-03,14:39,P007,CJ Cooked White Rice,5,106.81,534.05
1085,2024-01-03,11:59,P010,Korean Kimchi 500g,5,146.74,733.7
1086,2024-01-03,14:43,P008,Maxim Coffee Mix,1,389.56,389.56
1087,2024-01-03,21:45,P009,Gochujang Paste,3,322.46,967.38
1088,2024-01-03,12:30,P008,Maxim Coffee Mix,4,140.85,563.4
1089,2024-01-03,15:01,P003,Chum Churum Soju,1,238.7,238.7
1090,2024-01-03,18:59,P010,Korean Kimchi 500g,5,393.44,1967.2
1091,2024-01-03,18:15,P010,Korean Kimchi 500g,4,228.69,914.76
1092,2024-01-03,18:05,P007,CJ Cooked White Rice,5,51.97,259.85
1093,2024-01-03,10:24,P006,Lotte Pepero Almond,1,143.98,143.98
1094,2024-01-03,17:20,P005,Binggrae Banana Milk,3,389.55,1168.65
1095,2024-01-03,12:47,P005,Binggrae Banana Milk,5,250.63,1253.15
1096,2024-01-03,14:37,P004,Ottogi Jin Ramen,5,62.47,312.35
1097,2024-01-04,18:54,P005,Binggrae Banana Milk,2,273.08,546.16
1098,2024-01-04,13:11,P004,Ottogi Jin Ramen,5,302.42,1512.1
1099,2024-01-04,10:50,P009,Gochujang Paste,1,335.9,335.9
1100,2024-01-04,18:59,P004,Ottogi Jin Ramen,2,132.35,264.7
1101,2024-01-04,15:00,P010,Korean Kimchi 500g,5,175.91,879.55
1102,2024-01-04,11:42,P009,Gochujang Paste,3,178.6,535.8
1103,2024-01-04,15:47,P006,Lotte Pepero Almond,2,87.95,175.9
1104,2024-01-04,12:55,P008,Maxim Coffee Mix,1,299.24,299.24
1105,2024-01-04,21:42,P007,CJ Cooked White Rice,4,167.15,668.6
1106,2024-01-04,17:07,P002,Bibigo Gyoza Dumplings,4,123.51,494.04
1107,2024-01-04,12:56,P006,Lotte Pepero Almond,4,216.03,864.12
1108,2024-01-04,10:53,P009,Gochujang Paste,1,233.93,233.93
1109,2024-01-04,18:59,P001,Samyang Hot Chicken Ramen,5,240.71,1203.55
1110,2024-01-04,13:56,P010,Korean Kimchi 500g,3,99.18,297.54
1111,2024-01-04,21:55,P006,Lotte Pepero Almond,3,227.28,681.84
1112,2024-01-04,18:50,P006,Lotte Pepero Almond,3,65.36,196.08
1113,2024-01-04,8:54,P001,Samyang Hot Chicken Ramen,1,50.95,50.95
1114,2024-01-04,12:48,P007,CJ Cooked White Rice,5,239.76,1198.8
1115,2024-01-04,17:27,P004,Ottogi Jin Ramen,2,356.46,712.92
1116,2024-01-04,14:01,P007,CJ Cooked White Rice,5,341.74,1708.7
1117,2024-01-04,19:59,P009,Gochujang Paste,3,316.52,949.56
1118,2024-01-04,10:14,P008,Maxim Coffee Mix,2,350.25,700.5
1119,2024-01-04,20:13,P007,CJ Cooked White Rice,1,146.72,146.72
1120,2024-01-04,14:20,P010,Korean Kimchi 500g,2,114.3,228.6
1121,2024-01-04,16:40,P004,Ottogi Jin Ramen,2,161.5,323.0
1122,2024-01-04,16:02,P002,Bibigo Gyoza Dumplings,5,327.0,1635.0
1123,2024-01-04,16:31,P010,Korean Kimchi 500g,3,133.46,400.38
1124,2024-01-04,8:51,P004,Ottogi Jin Ramen,3,320.36,961.08
1125,2024-01-04,18:48,P004,Ottogi Jin Ramen,5,226.19,1130.95
1126,2024-01-04,9:44,P008,Maxim Coffee Mix,5,389.96,1949.8
1127,2024-01-04,17:57,P009,Gochujang Paste,4,212.1,848.4
1128,2024-01-04,15:46,P001,Samyang Hot Chicken Ramen,1,62.29,62.29
1129,2024-01-04,15:27,P006,Lotte Pepero Almond,5,235.29,1176.45
1130,2024-01-04,18:47,P010,Korean Kimchi 500g,5,249.31,1246.55
1131,2024-01-04,9:35,P008,Maxim Coffee Mix,5,163.97,819.85
1132,2024-01-05,14:24,P008,Maxim Coffee Mix,1,380.84,380.84
1133,2024-01-05,12:32,P009,Gochujang Paste,5,299.15,1495.75
1134,2024-01-05,9:23,P001,Samyang Hot Chicken Ramen,4,282.58,1130.32
1135,2024-01-05,12:52,P003,Chum Churum Soju,3,253.94,761.82
1136,2024-01-05,17:00,P009,Gochujang Paste,5,211.1,1055.5
1137,2024-01-05,16:36,P002,Bibigo Gyoza Dumplings,5,291.7,1458.5
1138,2024-01-05,9:42,P002,Bibigo Gyoza Dumplings,3,396.26,1188.78
1139,2024-01-05,15:24,P003,Chum Churum Soju,4,119.19,476.76
1140,2024-01-05,15:28,P002,Bibigo Gyoza Dumplings,4,349.01,1396.04
1141,2024-01-05,8:15,P009,Gochujang Paste,4,325.57,1302.28
1142,2024-01-05,17:17,P008,Maxim Coffee Mix,3,277.76,833.28
1143,2024-01-05,14:29,P009,Gochujang Paste,4,385.75,1543.0
1144,2024-01-05,15:25,P009,Gochujang Paste,3,343.1,1029.3
1145,2024-01-05,15:08,P006,Lotte Pepero Almond,4,94.0,376.0
1146,2024-01-05,21:58,P009,Gochujang Paste,3,272.41,817.23
1147,2024-01-05,15:47,P010,Korean Kimchi 500g,1,266.94,266.94
1148,2024-01-05,13:26,P001,Samyang Hot Chicken Ramen,5,88.71,443.55
1149,2024-01-05,15:40,P006,Lotte Pepero Almond,2,269.47,538.94
1150,2024-01-05,9:15,P005,Binggrae Banana Milk,3,77.27,231.81
1151,2024-01-05,13:13,P010,Korean Kimchi 500g,2,377.97,755.94
1152,2024-01-05,18:26,P001,Samyang Hot Chicken Ramen,3,378.43,1135.29
1153,2024-01-05,13:47,P002,Bibigo Gyoza Dumplings,4,272.85,1091.4
1154,2024-01-05,21:10,P005,Binggrae Banana Milk,2,363.8,727.6
1155,2024-01-05,10:43,P009,Gochujang Paste,2,229.93,459.86
1156,2024-01-05,18:13,P010,Korean Kimchi 500g,1,352.61,352.61
1157,2024-01-05,9:26,P003,Chum Churum Soju,4,138.71,554.84
1158,2024-01-05,12:44,P004,Ottogi Jin Ramen,3,158.08,474.24
1159,2024-01-05,18:35,P006,Lotte Pepero Almond,2,394.13,788.26
1160,2024-01-05,9:19,P005,Binggrae Banana Milk,3,349.41,1048.23
1161,2024-01-05,8:18,P004,Ottogi Jin Ramen,1,88.47,88.47
1162,2024-01-05,9:53,P005,Binggrae Banana Milk,3,103.21,309.63
1163,2024-01-05,14:17,P007,CJ Cooked White Rice,2,188.64,377.28
1164,2024-01-05,8:22,P010,Korean Kimchi 500g,2,325.19,650.38
1165,2024-01-05,18:57,P004,Ottogi Jin Ramen,2,321.19,642.38
1166,2024-01-05,16:37,P010,Korean Kimchi 500g,5,166.81,834.05
1167,2024-01-05,8:36,P006,Lotte Pepero Almond,3,233.34,700.02
1168,2024-01-05,19:59,P006,Lotte Pepero Almond,2,95.38,190.76
1169,2024-01-05,21:40,P006,Lotte Pepero Almond,3,253.99,761.97
1170,2024-01-05,16:07,P001,Samyang Hot Chicken Ramen,3,116.38,349.14
1171,2024-01-05,21:15,P002,Bibigo Gyoza Dumplings,1,263.51,263.51
1172,2024-01-05,20:04,P006,Lotte Pepero Almond,1,264.3,264.3
1173,2024-01-05,17:22,P004,Ottogi Jin Ramen,2,238.04,476.08
1174,2024-01-05,20:05,P010,Korean Kimchi 500g,2,98.61,197.22
1175,2024-01-05,18:21,P009,Gochujang Paste,2,170.22,340.44
1176,2024-01-06,14:28,P001,Samyang Hot Chicken Ramen,5,159.82,799.1
1177,2024-01-06,16:28,P006,Lotte Pepero Almond,5,171.85,859.25
1178,2024-01-06,17:44,P008,Maxim Coffee Mix,1,123.5,123.5
1179,2024-01-06,9:20,P002,Bibigo Gyoza Dumplings,3,97.05,291.15
1180,2024-01-06,17:33,P005,Binggrae Banana Milk,2,52.53,105.06
1181,2024-01-06,13:18,P003,Chum Churum Soju,4,116.18,464.72
1182,2024-01-06,21:33,P008,Maxim Coffee Mix,4,167.94,671.76
1183,2024-01-06,18:22,P006,Lotte Pepero Almond,4,143.48,573.92
1184,2024-01-06,21:36,P008,Maxim Coffee Mix,3,185.41,556.23
1185,2024-01-06,13:02,P006,Lotte Pepero Almond,5,240.89,1204.45
1186,2024-01-06,20:42,P002,Bibigo Gyoza Dumplings,1,222.12,222.12
1187,2024-01-06,17:37,P002,Bibigo Gyoza Dumplings,3,251.55,754.65
1188,2024-01-06,16:36,P008,Maxim Coffee Mix,5,101.26,506.3
1189,2024-01-06,10:54,P010,Korean Kimchi 500g,3,230.86,692.58
1190,2024-01-06,21:39,P003,Chum Churum Soju,1,258.3,258.3
1191,2024-01-06,12:12,P008,Maxim Coffee Mix,2,267.06,534.12
1192,2024-01-06,15:32,P006,Lotte Pepero Almond,2,131.91,263.82
1193,2024-01-06,18:14,P004,Ottogi Jin Ramen,5,314.43,1572.15
1194,2024-01-06,14:43,P003,Chum Churum Soju,5,254.4,1272.0
1195,2024-01-06,12:50,P003,Chum Churum Soju,3,167.92,503.76
1196,2024-01-06,12:47,P003,Chum Churum Soju,2,68.78,137.56
1197,2024-01-06,12:05,P010,Korean Kimchi 500g,3,336.21,1008.63
1198,2024-01-06,11:21,P005,Binggrae Banana Milk,5,293.53,1467.65
1199,2024-01-06,11:43,P004,Ottogi Jin Ramen,1,282.31,282.31
1200,2024-01-06,10:40,P001,Samyang Hot Chicken Ramen,3,302.15,906.45
1201,2024-01-06,12:30,P001,Samyang Hot Chicken Ramen,1,255.86,255.86
1202,2024-01-06,11:26,P006,Lotte Pepero Almond,3,196.13,588.39
1203,2024-01-06,13:41,P009,Gochujang Paste,2,397.61,795.22
1204,2024-01-06,10:24,P005,Binggrae Banana Milk,5,51.8,259.0
1205,2024-01-06,10:32,P007,CJ Cooked White Rice,1,54.25,54.25
1206,2024-01-06,12:59,P002,Bibigo Gyoza Dumplings,3,130.52,391.56
1207,2024-01-06,17:41,P002,Bibigo Gyoza Dumplings,5,213.43,1067.15
1208,2024-01-07,14:27,P001,Samyang Hot Chicken Ramen,3,275.1,825.3
1209,2024-01-07,13:37,P008,Maxim Coffee Mix,4,278.37,1113.48
1210,2024-01-07,19:33,P005,Binggrae Banana Milk,1,228.19,228.19
1211,2024-01-07,21:28,P006,Lotte Pepero Almond,3,161.78,485.34
1212,2024-01-07,14:03,P008,Maxim Coffee Mix,4,315.53,1262.12
1213,2024-01-07,14:03,P004,Ottogi Jin Ramen,2,231.72,463.44
1214,2024-01-07,17:23,P001,Samyang Hot Chicken Ramen,5,183.62,918.1
1215,2024-01-07,9:29,P002,Bibigo Gyoza Dumplings,1,66.29,66.29
1216,2024-01-07,11:17,P001,Samyang Hot Chicken Ramen,3,167.45,502.35
1217,2024-01-07,10:10,P006,Lotte Pepero Almond,3,313.23,939.69
1218,2024-01-07,12:40,P005,Binggrae Banana Milk,3,186.93,560.79
1219,2024-01-07,15:53,P005,Binggrae Banana Milk,2,391.47,782.94
1220,2024-01-07,11:59,P009,Gochujang Paste,1,359.72,359.72
1221,2024-01-07,15:28,P005,Binggrae Banana Milk,3,361.97,1085.91
1222,2024-01-07,12:55,P003,Chum Churum Soju,5,259.26,1296.3
1223,2024-01-07,21:22,P001,Samyang Hot Chicken Ramen,5,65.86,329.3
1224,2024-01-07,13:57,P008,Maxim Coffee Mix,5,162.6,813.0
1225,2024-01-07,20:40,P007,CJ Cooked White Rice,2,371.51,743.02
1226,2024-01-07,21:37,P004,Ottogi Jin Ramen,3,228.59,685.77
1227,2024-01-07,11:53,P006,Lotte Pepero Almond,1,344.54,344.54
1228,2024-01-07,20:36,P002,Bibigo Gyoza Dumplings,4,79.52,318.08
1229,2024-01-07,18:06,P010,Korean Kimchi 500g,1,317.48,317.48
1230,2024-01-07,19:40,P002,Bibigo Gyoza Dumplings,5,387.5,1937.5
1231,2024-01-07,16:56,P005,Binggrae Banana Milk,1,300.44,300.44
1232,2024-01-07,9:36,P006,Lotte Pepero Almond,2,247.88,495.76
1233,2024-01-07,9:26,P004,Ottogi Jin Ramen,4,299.1,1196.4
1234,2024-01-07,21:17,P009,Gochujang Paste,1,325.89,325.89
1235,2024-01-07,19:22,P005,Binggrae Banana Milk,4,153.35,613.4
1236,2024-01-07,20:09,P010,Korean Kimchi 500g,2,204.34,408.68
1237,2024-01-07,21:59,P008,Maxim Coffee Mix,4,363.86,1455.44
1238,2024-01-08,11:28,P010,Korean Kimchi 500g,3,53.67,161.01
1239,2024-01-08,21:09,P003,Chum Churum Soju,4,370.55,1482.2
1240,2024-01-08,12:30,P009,Gochujang Paste,2,131.86,263.72
1241,2024-01-08,15:27,P002,Bibigo Gyoza Dumplings,4,342.98,1371.92
1242,2024-01-08,11:37,P003,Chum Churum Soju,1,355.11,355.11
1243,2024-01-08,17:50,P007,CJ Cooked White Rice,1,235.84,235.84
1244,2024-01-08,18:14,P006,Lotte Pepero Almond,2,160.46,320.92
1245,2024-01-08,13:14,P006,Lotte Pepero Almond,5,94.95,474.75
1246,2024-01-08,17:42,P010,Korean Kimchi 500g,1,149.64,149.64
1247,2024-01-08,14:23,P005,Binggrae Banana Milk,3,375.65,1126.95
1248,2024-01-08,15:04,P005,Binggrae Banana Milk,5,111.8,559.0
1249,2024-01-08,18:48,P005,Binggrae Banana Milk,2,111.32,222.64
1250,2024-01-08,11:36,P005,Binggrae Banana Milk,2,309.33,618.66
1251,2024-01-08,16:44,P008,Maxim Coffee Mix,4,312.82,1251.28
1252,2024-01-08,10:40,P003,Chum Churum Soju,2,158.64,317.28
1253,2024-01-08,15:18,P008,Maxim Coffee Mix,1,110.13,110.13
1254,2024-01-08,12:09,P009,Gochujang Paste,5,87.63,438.15
1255,2024-01-08,9:54,P002,Bibigo Gyoza Dumplings,2,179.44,358.88
1256,2024-01-08,10:58,P008,Maxim Coffee Mix,2,222.7,445.4
1257,2024-01-08,9:34,P001,Samyang Hot Chicken Ramen,1,108.96,108.96
1258,2024-01-08,12:06,P009,Gochujang Paste,5,93.85,469.25
1259,2024-01-08,11:25,P010,Korean Kimchi 500g,2,85.98,171.96
1260,2024-01-08,13:13,P004,Ottogi Jin Ramen,2,318.67,637.34
1261,2024-01-08,19:05,P009,Gochujang Paste,1,182.84,182.84
1262,2024-01-08,17:12,P003,Chum Churum Soju,5,102.5,512.5
1263,2024-01-08,18:10,P005,Binggrae Banana Milk,1,259.18,259.18
1264,2024-01-09,20:09,P004,Ottogi Jin Ramen,4,52.11,208.44
1265,2024-01-09,17:58,P007,CJ Cooked White Rice,1,203.74,203.74
1266,2024-01-09,19:41,P004,Ottogi Jin Ramen,1,257.6,257.6
1267,2024-01-09,9:23,P003,Chum Churum Soju,4,322.37,1289.48
1268,2024-01-09,19:41,P006,Lotte Pepero Almond,3,130.43,391.29
1269,2024-01-09,8:25,P006,Lotte Pepero Almond,2,335.05,670.1
1270,2024-01-09,12:20,P001,Samyang Hot Chicken Ramen,4,383.73,1534.92
1271,2024-01-09,12:08,P003,Chum Churum Soju,2,157.06,314.12
1272,2024-01-09,16:16,P008,Maxim Coffee Mix,3,147.31,441.93
1273,2024-01-09,12:47,P009,Gochujang Paste,3,121.98,365.94
1274,2024-01-09,15:56,P005,Binggrae Banana Milk,5,141.24,706.2
1275,2024-01-09,9:53,P008,Maxim Coffee Mix,1,336.54,336.54
1276,2024-01-09,12:47,P004,Ottogi Jin Ramen,2,177.79,355.58
1277,2024-01-09,11:35,P009,Gochujang Paste,2,274.46,548.92
1278,2024-01-09,14:32,P005,Binggrae Banana Milk,2,54.26,108.52
1279,2024-01-09,17:25,P009,Gochujang Paste,2,66.29,132.58
1280,2024-01-09,19:35,P005,Binggrae Banana Milk,4,80.69,322.76
1281,2024-01-09,15:04,P010,Korean Kimchi 500g,2,159.74,319.48
1282,2024-01-09,16:16,P005,Binggrae Banana Milk,1,109.63,109.63
1283,2024-01-09,10:26,P002,Bibigo Gyoza Dumplings,2,278.13,556.26
1284,2024-01-09,15:40,P009,Gochujang Paste,4,237.66,950.64
1285,2024-01-09,12:38,P007,CJ Cooked White Rice,1,174.38,174.38
1286,2024-01-09,16:15,P001,Samyang Hot Chicken Ramen,4,94.67,378.68
1287,2024-01-09,14:22,P001,Samyang Hot Chicken Ramen,2,105.14,210.28
1288,2024-01-09,16:31,P010,Korean Kimchi 500g,5,98.3,491.5
1289,2024-01-09,16:44,P002,Bibigo Gyoza Dumplings,1,51.09,51.09
1290,2024-01-09,11:31,P004,Ottogi Jin Ramen,3,291.74,875.22
1291,2024-01-09,11:57,P006,Lotte Pepero Almond,3,85.41,256.23
1292,2024-01-09,10:59,P007,CJ Cooked White Rice,3,149.91,449.73
1293,2024-01-09,14:54,P001,Samyang Hot Chicken Ramen,4,188.6,754.4
1294,2024-01-09,15:51,P001,Samyang Hot Chicken Ramen,4,154.65,618.6
1295,2024-01-09,16:36,P004,Ottogi Jin Ramen,2,119.49,238.98
1296,2024-01-09,9:46,P008,Maxim Coffee Mix,1,304.03,304.03
1297,2024-01-09,21:07,P002,Bibigo Gyoza Dumplings,2,368.81,737.62
1298,2024-01-09,16:14,P005,Binggrae Banana Milk,2,214.93,429.86
1299,2024-01-09,10:36,P005,Binggrae Banana Milk,4,193.45,773.8
1300,2024-01-09,9:15,P006,Lotte Pepero Almond,4,136.53,546.12
1301,2024-01-10,20:47,P007,CJ Cooked White Rice,2,123.31,246.62
1302,2024-01-10,9:19,P006,Lotte Pepero Almond,5,128.62,643.1
1303,2024-01-10,17:43,P010,Korean Kimchi 500g,4,249.52,998.08
1304,2024-01-10,14:25,P003,Chum Churum Soju,3,348.66,1045.98
1305,2024-01-10,19:45,P001,Samyang Hot Chicken Ramen,1,63.49,63.49
1306,2024-01-10,20:27,P003,Chum Churum Soju,2,86.87,173.74
1307,2024-01-10,15:28,P004,Ottogi Jin Ramen,2,367.56,735.12
1308,2024-01-10,12:42,P001,Samyang Hot Chicken Ramen,1,73.49,73.49
1309,2024-01-10,8:05,P007,CJ Cooked White Rice,3,203.01,609.03
1310,2024-01-10,14:35,P005,Binggrae Banana Milk,3,280.43,841.29
1311,2024-01-10,11:03,P002,Bibigo Gyoza Dumplings,5,150.76,753.8
1312,2024-01-10,15:17,P010,Korean Kimchi 500g,5,350.82,1754.1
1313,2024-01-10,17:26,P002,Bibigo Gyoza Dumplings,2,395.04,790.08
1314,2024-01-10,12:01,P001,Samyang Hot Chicken Ramen,1,279.72,279.72
1315,2024-01-10,17:43,P010,Korean Kimchi 500g,4,330.4,1321.6
1316,2024-01-10,8:05,P007,CJ Cooked White Rice,5,255.42,1277.1
1317,2024-01-10,18:19,P005,Binggrae Banana Milk,4,89.43,357.72
1318,2024-01-10,20:39,P008,Maxim Coffee Mix,2,332.98,665.96
1319,2024-01-10,19:21,P009,Gochujang Paste,3,142.98,428.94
1320,2024-01-10,21:04,P001,Samyang Hot Chicken Ramen,4,251.42,1005.68
1321,2024-01-10,15:29,P004,Ottogi Jin Ramen,2,317.99,635.98
1322,2024-01-10,20:01,P008,Maxim Coffee Mix,2,295.39,590.78
1323,2024-01-10,8:06,P008,Maxim Coffee Mix,2,209.15,418.3
1324,2024-01-10,20:38,P009,Gochujang Paste,4,281.05,1124.2
1325,2024-01-10,20:43,P010,Korean Kimchi 500g,1,216.39,216.39
1326,2024-01-10,19:39,P009,Gochujang Paste,2,156.56,313.12
1327,2024-01-11,20:05,P008,Maxim Coffee Mix,1,54.31,54.31
1328,2024-01-11,11:03,P001,Samyang Hot Chicken Ramen,1,233.83,233.83
1329,2024-01-11,20:49,P002,Bibigo Gyoza Dumplings,2,122.84,245.68
1330,2024-01-11,13:54,P010,Korean Kimchi 500g,4,196.5,786.0
1331,2024-01-11,17:22,P003,Chum Churum Soju,3,108.05,324.15
1332,2024-01-11,8:49,P002,Bibigo Gyoza Dumplings,5,310.07,1550.35
1333,2024-01-11,19:59,P010,Korean Kimchi 500g,1,147.34,147.34
1334,2024-01-11,10:32,P005,Binggrae Banana Milk,2,86.03,172.06
1335,2024-01-11,11:23,P006,Lotte Pepero Almond,3,281.34,844.02
1336,2024-01-11,20:12,P001,Samyang Hot Chicken Ramen,4,342.95,1371.8
1337,2024-01-11,8:21,P007,CJ Cooked White Rice,4,264.93,1059.72
1338,2024-01-11,9:19,P009,Gochujang Paste,3,104.27,312.81
1339,2024-01-11,11:12,P004,Ottogi Jin Ramen,4,58.82,235.28
1340,2024-01-11,12:05,P002,Bibigo Gyoza Dumplings,2,196.71,393.42
1341,2024-01-11,19:59,P010,Korean Kimchi 500g,1,125.15,125.15
1342,2024-01-11,18:33,P009,Gochujang Paste,1,71.66,71.66
1343,2024-01-11,19:49,P001,Samyang Hot Chicken Ramen,4,397.03,1588.12
1344,2024-01-11,13:08,P006,Lotte Pepero Almond,5,96.91,484.55
1345,2024-01-11,9:53,P006,Lotte Pepero Almond,5,103.71,518.55
1346,2024-01-11,14:24,P007,CJ Cooked White Rice,3,347.31,1041.93
1347,2024-01-11,10:15,P003,Chum Churum Soju,3,241.41,724.23
1348,2024-01-11,15:37,P008,Maxim Coffee Mix,1,182.37,182.37
1349,2024-01-11,19:42,P005,Binggrae Banana Milk,4,397.41,1589.64
